A,B,Longitude,Latitude,Satellite,Value,G,H,I,J,K
1212,9.67E+14,82.938,25.267,F15200111281711.WB.OIS.vis.tif,255,1212,F152001,11,28,1711
1212,9.67E+14,82.938,25.267,F15200111291332.WB.OIS.vis.tif,255,1212,F152001,11,29,1332
1212,9.67E+14,82.938,25.267,F15200111291514.WB.OIS.vis.tif,12,1212,F152001,11,29,1514
1212,9.67E+14,82.938,25.267,F15200111291656.WB.OIS.vis.tif,255,1212,F152001,11,29,1656
1212,9.67E+14,82.938,25.267,F15200111301318.WB.OIS.vis.tif,255,1212,F152001,11,30,1318
1212,9.67E+14,82.938,25.267,F15200111301459.WB.OIS.vis.tif,14,1212,F152001,11,30,1459
1212,9.67E+14,82.938,25.267,F15200111301641.WB.OIS.vis.tif,255,1212,F152001,11,30,1641
1212,9.67E+14,82.938,25.267,F15200112011303.WB.OIS.vis.tif,255,1212,F152001,12,1,1303
1212,9.67E+14,82.938,25.267,F15200112011445.WB.OIS.vis.tif,10,1212,F152001,12,1,1445
1212,9.67E+14,82.938,25.267,F15200112011627.WB.OIS.vis.tif,255,1212,F152001,12,1,1627
1212,9.67E+14,82.938,25.267,F15200112021430.WB.OIS.vis.tif,16,1212,F152001,12,2,1430
1212,9.67E+14,82.938,25.267,F15200112021612.WB.OIS.vis.tif,39,1212,F152001,12,2,1612
1212,9.67E+14,82.938,25.267,F15200112031415.WB.OIS.vis.tif,15,1212,F152001,12,3,1415
1212,9.67E+14,82.938,25.267,F15200112031557.WB.OIS.vis.tif,22,1212,F152001,12,3,1557
1212,9.67E+14,82.938,25.267,F15200112041401.WB.OIS.vis.tif,255,1212,F152001,12,4,1401
1212,9.67E+14,82.938,25.267,F15200112041543.WB.OIS.vis.tif,21,1212,F152001,12,4,1543
1212,9.67E+14,82.938,25.267,F15200112041724.WB.OIS.vis.tif,255,1212,F152001,12,4,1724
1212,9.67E+14,82.938,25.267,F15200112051346.WB.OIS.vis.tif,255,1212,F152001,12,5,1346
1212,9.67E+14,82.938,25.267,F15200112051528.WB.OIS.vis.tif,19,1212,F152001,12,5,1528
1212,9.67E+14,82.938,25.267,F15200112051710.WB.OIS.vis.tif,255,1212,F152001,12,5,1710
1212,9.67E+14,82.938,25.267,F15200112061331.WB.OIS.vis.tif,255,1212,F152001,12,6,1331
1212,9.67E+14,82.938,25.267,F15200112061513.WB.OIS.vis.tif,28,1212,F152001,12,6,1513
1212,9.67E+14,82.938,25.267,F15200112061655.WB.OIS.vis.tif,255,1212,F152001,12,6,1655
1212,9.67E+14,82.938,25.267,F15200112071317.WB.OIS.vis.tif,255,1212,F152001,12,7,1317
1212,9.67E+14,82.938,25.267,F15200112071458.WB.OIS.vis.tif,35,1212,F152001,12,7,1458
1212,9.67E+14,82.938,25.267,F15200112071640.WB.OIS.vis.tif,255,1212,F152001,12,7,1640
1212,9.67E+14,82.938,25.267,F15200112081302.WB.OIS.vis.tif,255,1212,F152001,12,8,1302
1212,9.67E+14,82.938,25.267,F15200112081444.WB.OIS.vis.tif,47,1212,F152001,12,8,1444
1212,9.67E+14,82.938,25.267,F15200112081626.WB.OIS.vis.tif,255,1212,F152001,12,8,1626
1212,9.67E+14,82.938,25.267,F15200112091429.WB.OIS.vis.tif,44,1212,F152001,12,9,1429
1212,9.67E+14,82.938,25.267,F15200112091611.WB.OIS.vis.tif,31,1212,F152001,12,9,1611
1212,9.67E+14,82.938,25.267,F15200112101414.WB.OIS.vis.tif,255,1212,F152001,12,10,1414
1212,9.67E+14,82.938,25.267,F15200112101556.WB.OIS.vis.tif,37,1212,F152001,12,10,1556
1212,9.67E+14,82.938,25.267,F15200112111400.WB.OIS.vis.tif,255,1212,F152001,12,11,1400
1212,9.67E+14,82.938,25.267,F15200112111541.WB.OIS.vis.tif,23,1212,F152001,12,11,1541
1212,9.67E+14,82.938,25.267,F15200112111723.WB.OIS.vis.tif,255,1212,F152001,12,11,1723
1212,9.67E+14,82.938,25.267,F15200112121345.WB.OIS.vis.tif,255,1212,F152001,12,12,1345
1212,9.67E+14,82.938,25.267,F15200112121527.WB.OIS.vis.tif,15,1212,F152001,12,12,1527
1212,9.67E+14,82.938,25.267,F15200112121709.WB.OIS.vis.tif,255,1212,F152001,12,12,1709
1212,9.67E+14,82.938,25.267,F15200112131330.WB.OIS.vis.tif,255,1212,F152001,12,13,1330
1212,9.67E+14,82.938,25.267,F15200112131512.WB.OIS.vis.tif,32,1212,F152001,12,13,1512
1212,9.67E+14,82.938,25.267,F15200112131654.WB.OIS.vis.tif,255,1212,F152001,12,13,1654
1212,9.67E+14,82.938,25.267,F15200112141315.WB.OIS.vis.tif,255,1212,F152001,12,14,1315
1212,9.67E+14,82.938,25.267,F15200112141457.WB.OIS.vis.tif,18,1212,F152001,12,14,1457
1212,9.67E+14,82.938,25.267,F15200112141639.WB.OIS.vis.tif,255,1212,F152001,12,14,1639
1212,9.67E+14,82.938,25.267,F15200112151301.WB.OIS.vis.tif,255,1212,F152001,12,15,1301
1212,9.67E+14,82.938,25.267,F15200112151443.WB.OIS.vis.tif,22,1212,F152001,12,15,1443
1212,9.67E+14,82.938,25.267,F15200112151624.WB.OIS.vis.tif,255,1212,F152001,12,15,1624
1212,9.67E+14,82.938,25.267,F15200112161428.WB.OIS.vis.tif,13,1212,F152001,12,16,1428
1212,9.67E+14,82.938,25.267,F15200112161610.WB.OIS.vis.tif,14,1212,F152001,12,16,1610
1212,9.67E+14,82.938,25.267,F15200112171413.WB.OIS.vis.tif,255,1212,F152001,12,17,1413
1212,9.67E+14,82.938,25.267,F15200112171555.WB.OIS.vis.tif,37,1212,F152001,12,17,1555
1212,9.67E+14,82.938,25.267,F15200112181358.WB.OIS.vis.tif,255,1212,F152001,12,18,1358
1212,9.67E+14,82.938,25.267,F15200112181540.WB.OIS.vis.tif,31,1212,F152001,12,18,1540
1212,9.67E+14,82.938,25.267,F15200112181722.WB.OIS.vis.tif,255,1212,F152001,12,18,1722
1212,9.67E+14,82.938,25.267,F15200112191344.WB.OIS.vis.tif,255,1212,F152001,12,19,1344
1212,9.67E+14,82.938,25.267,F15200112191525.WB.OIS.vis.tif,14,1212,F152001,12,19,1525
1212,9.67E+14,82.938,25.267,F15200112191707.WB.OIS.vis.tif,255,1212,F152001,12,19,1707
1212,9.67E+14,82.938,25.267,F15200112201329.WB.OIS.vis.tif,255,1212,F152001,12,20,1329
1212,9.67E+14,82.938,25.267,F15200112201511.WB.OIS.vis.tif,19,1212,F152001,12,20,1511
1212,9.67E+14,82.938,25.267,F15200112201652.WB.OIS.vis.tif,255,1212,F152001,12,20,1652
1212,9.67E+14,82.938,25.267,F15200112211314.WB.OIS.vis.tif,255,1212,F152001,12,21,1314
1212,9.67E+14,82.938,25.267,F15200112211456.WB.OIS.vis.tif,30,1212,F152001,12,21,1456
1212,9.67E+14,82.938,25.267,F15200112211638.WB.OIS.vis.tif,255,1212,F152001,12,21,1638
1212,9.67E+14,82.938,25.267,F15200112221259.WB.OIS.vis.tif,255,1212,F152001,12,22,1259
1212,9.67E+14,82.938,25.267,F15200112221441.WB.OIS.vis.tif,13,1212,F152001,12,22,1441
1212,9.67E+14,82.938,25.267,F15200112221623.WB.OIS.vis.tif,255,1212,F152001,12,22,1623
1212,9.67E+14,82.938,25.267,F15200112231426.WB.OIS.vis.tif,11,1212,F152001,12,23,1426
1212,9.67E+14,82.938,25.267,F15200112231608.WB.OIS.vis.tif,19,1212,F152001,12,23,1608
1212,9.67E+14,82.938,25.267,F15200112241412.WB.OIS.vis.tif,255,1212,F152001,12,24,1412
1212,9.67E+14,82.938,25.267,F15200112241553.WB.OIS.vis.tif,15,1212,F152001,12,24,1553
1212,9.67E+14,82.938,25.267,F15200112251357.WB.OIS.vis.tif,255,1212,F152001,12,25,1357
1212,9.67E+14,82.938,25.267,F15200112251539.WB.OIS.vis.tif,16,1212,F152001,12,25,1539
1212,9.67E+14,82.938,25.267,F15200112251720.WB.OIS.vis.tif,255,1212,F152001,12,25,1720
1212,9.67E+14,82.938,25.267,F15200112261342.WB.OIS.vis.tif,255,1212,F152001,12,26,1342
1212,9.67E+14,82.938,25.267,F15200112261524.WB.OIS.vis.tif,8,1212,F152001,12,26,1524
1212,9.67E+14,82.938,25.267,F15200112261706.WB.OIS.vis.tif,255,1212,F152001,12,26,1706
1212,9.67E+14,82.938,25.267,F15200112271327.WB.OIS.vis.tif,255,1212,F152001,12,27,1327
1212,9.67E+14,82.938,25.267,F15200112271509.WB.OIS.vis.tif,9,1212,F152001,12,27,1509
1212,9.67E+14,82.938,25.267,F15200112271651.WB.OIS.vis.tif,255,1212,F152001,12,27,1651
1212,9.67E+14,82.938,25.267,F15200112281312.WB.OIS.vis.tif,255,1212,F152001,12,28,1312
1212,9.67E+14,82.938,25.267,F15200112281454.WB.OIS.vis.tif,10,1212,F152001,12,28,1454
1212,9.67E+14,82.938,25.267,F15200112281636.WB.OIS.vis.tif,255,1212,F152001,12,28,1636
1212,9.67E+14,82.938,25.267,F15200112291258.WB.OIS.vis.tif,255,1212,F152001,12,29,1258
1212,9.67E+14,82.938,25.267,F15200112291439.WB.OIS.vis.tif,8,1212,F152001,12,29,1439
1212,9.67E+14,82.938,25.267,F15200112291621.WB.OIS.vis.tif,16,1212,F152001,12,29,1621
1212,9.67E+14,82.938,25.267,F15200112301425.WB.OIS.vis.tif,10,1212,F152001,12,30,1425
1212,9.67E+14,82.938,25.267,F15200112301606.WB.OIS.vis.tif,9,1212,F152001,12,30,1606
1212,9.67E+14,82.938,25.267,F15200112311410.WB.OIS.vis.tif,255,1212,F152001,12,31,1410
1212,9.67E+14,82.938,25.267,F15200112311552.WB.OIS.vis.tif,13,1212,F152001,12,31,1552
1212,9.67E+14,82.938,25.267,F15200112311733.WB.OIS.vis.tif,255,1212,F152001,12,31,1733
1212,9.67E+14,82.938,25.267,F15200201011355.WB.OIS.vis.tif,255,1212,F152002,1,1,1355
1212,9.67E+14,82.938,25.267,F15200201011537.WB.OIS.vis.tif,13,1212,F152002,1,1,1537
1212,9.67E+14,82.938,25.267,F15200201011719.WB.OIS.vis.tif,255,1212,F152002,1,1,1719
1212,9.67E+14,82.938,25.267,F15200201021340.WB.OIS.vis.tif,255,1212,F152002,1,2,1340
1212,9.67E+14,82.938,25.267,F15200201021522.WB.OIS.vis.tif,19,1212,F152002,1,2,1522
1212,9.67E+14,82.938,25.267,F15200201021704.WB.OIS.vis.tif,255,1212,F152002,1,2,1704
1212,9.67E+14,82.938,25.267,F15200201031325.WB.OIS.vis.tif,255,1212,F152002,1,3,1325
1212,9.67E+14,82.938,25.267,F15200201031507.WB.OIS.vis.tif,18,1212,F152002,1,3,1507
1212,9.67E+14,82.938,25.267,F15200201031649.WB.OIS.vis.tif,255,1212,F152002,1,3,1649
1212,9.67E+14,82.938,25.267,F15200201041311.WB.OIS.vis.tif,255,1212,F152002,1,4,1311
1212,9.67E+14,82.938,25.267,F15200201041452.WB.OIS.vis.tif,17,1212,F152002,1,4,1452
1212,9.67E+14,82.938,25.267,F15200201041634.WB.OIS.vis.tif,255,1212,F152002,1,4,1634
1212,9.67E+14,82.938,25.267,F15200201051256.WB.OIS.vis.tif,255,1212,F152002,1,5,1256
1212,9.67E+14,82.938,25.267,F15200201051438.WB.OIS.vis.tif,20,1212,F152002,1,5,1438
1212,9.67E+14,82.938,25.267,F15200201051619.WB.OIS.vis.tif,21,1212,F152002,1,5,1619
1212,9.67E+14,82.938,25.267,F15200201061423.WB.OIS.vis.tif,14,1212,F152002,1,6,1423
1212,9.67E+14,82.938,25.267,F15200201061604.WB.OIS.vis.tif,8,1212,F152002,1,6,1604
1212,9.67E+14,82.938,25.267,F15200201071408.WB.OIS.vis.tif,255,1212,F152002,1,7,1408
1212,9.67E+14,82.938,25.267,F15200201071550.WB.OIS.vis.tif,6,1212,F152002,1,7,1550
1212,9.67E+14,82.938,25.267,F15200201071731.WB.OIS.vis.tif,255,1212,F152002,1,7,1731
1212,9.67E+14,82.938,25.267,F15200201081353.WB.OIS.vis.tif,255,1212,F152002,1,8,1353
1212,9.67E+14,82.938,25.267,F15200201081535.WB.OIS.vis.tif,17,1212,F152002,1,8,1535
1212,9.67E+14,82.938,25.267,F15200201081717.WB.OIS.vis.tif,255,1212,F152002,1,8,1717
1212,9.67E+14,82.938,25.267,F15200201091338.WB.OIS.vis.tif,255,1212,F152002,1,9,1338
1212,9.67E+14,82.938,25.267,F15200201091520.WB.OIS.vis.tif,18,1212,F152002,1,9,1520
1212,9.67E+14,82.938,25.267,F15200201091702.WB.OIS.vis.tif,255,1212,F152002,1,9,1702
1212,9.67E+14,82.938,25.267,F15200201101323.WB.OIS.vis.tif,255,1212,F152002,1,10,1323
1212,9.67E+14,82.938,25.267,F15200201101505.WB.OIS.vis.tif,32,1212,F152002,1,10,1505
1212,9.67E+14,82.938,25.267,F15200201101647.WB.OIS.vis.tif,255,1212,F152002,1,10,1647
1212,9.67E+14,82.938,25.267,F15200201111308.WB.OIS.vis.tif,255,1212,F152002,1,11,1308
1212,9.67E+14,82.938,25.267,F15200201111450.WB.OIS.vis.tif,17,1212,F152002,1,11,1450
1212,9.67E+14,82.938,25.267,F15200201111632.WB.OIS.vis.tif,255,1212,F152002,1,11,1632
1212,9.67E+14,82.938,25.267,F15200201121254.WB.OIS.vis.tif,255,1212,F152002,1,12,1254
1212,9.67E+14,82.938,25.267,F15200201121435.WB.OIS.vis.tif,24,1212,F152002,1,12,1435
1212,9.67E+14,82.938,25.267,F15200201121617.WB.OIS.vis.tif,21,1212,F152002,1,12,1617
1212,9.67E+14,82.938,25.267,F15200201131421.WB.OIS.vis.tif,20,1212,F152002,1,13,1421
1212,9.67E+14,82.938,25.267,F15200201131602.WB.OIS.vis.tif,18,1212,F152002,1,13,1602
1212,9.67E+14,82.938,25.267,F15200201141406.WB.OIS.vis.tif,255,1212,F152002,1,14,1406
1212,9.67E+14,82.938,25.267,F15200201141547.WB.OIS.vis.tif,15,1212,F152002,1,14,1547
1212,9.67E+14,82.938,25.267,F15200201141729.WB.OIS.vis.tif,255,1212,F152002,1,14,1729
1212,9.67E+14,82.938,25.267,F15200201151351.WB.OIS.vis.tif,255,1212,F152002,1,15,1351
1212,9.67E+14,82.938,25.267,F15200201151533.WB.OIS.vis.tif,17,1212,F152002,1,15,1533
1212,9.67E+14,82.938,25.267,F15200201151714.WB.OIS.vis.tif,255,1212,F152002,1,15,1714
1212,9.67E+14,82.938,25.267,F15200201161336.WB.OIS.vis.tif,255,1212,F152002,1,16,1336
1212,9.67E+14,82.938,25.267,F15200201161518.WB.OIS.vis.tif,19,1212,F152002,1,16,1518
1212,9.67E+14,82.938,25.267,F15200201161700.WB.OIS.vis.tif,255,1212,F152002,1,16,1700
1212,9.67E+14,82.938,25.267,F15200201171321.WB.OIS.vis.tif,255,1212,F152002,1,17,1321
1212,9.67E+14,82.938,25.267,F15200201171503.WB.OIS.vis.tif,28,1212,F152002,1,17,1503
1212,9.67E+14,82.938,25.267,F15200201171645.WB.OIS.vis.tif,255,1212,F152002,1,17,1645
1212,9.67E+14,82.938,25.267,F15200201181306.WB.OIS.vis.tif,255,1212,F152002,1,18,1306
1212,9.67E+14,82.938,25.267,F15200201181448.WB.OIS.vis.tif,51,1212,F152002,1,18,1448
1212,9.67E+14,82.938,25.267,F15200201181630.WB.OIS.vis.tif,255,1212,F152002,1,18,1630
1212,9.67E+14,82.938,25.267,F15200201191251.WB.OIS.vis.tif,255,1212,F152002,1,19,1251
1212,9.67E+14,82.938,25.267,F15200201191433.WB.OIS.vis.tif,20,1212,F152002,1,19,1433
1212,9.67E+14,82.938,25.267,F15200201191615.WB.OIS.vis.tif,8,1212,F152002,1,19,1615
1212,9.67E+14,82.938,25.267,F15200201201418.WB.OIS.vis.tif,23,1212,F152002,1,20,1418
1212,9.67E+14,82.938,25.267,F15200201201600.WB.OIS.vis.tif,9,1212,F152002,1,20,1600
1212,9.67E+14,82.938,25.267,F15200201211403.WB.OIS.vis.tif,255,1212,F152002,1,21,1403
1212,9.67E+14,82.938,25.267,F15200201211545.WB.OIS.vis.tif,17,1212,F152002,1,21,1545
1212,9.67E+14,82.938,25.267,F15200201211727.WB.OIS.vis.tif,255,1212,F152002,1,21,1727
1212,9.67E+14,82.938,25.267,F15200201221348.WB.OIS.vis.tif,255,1212,F152002,1,22,1348
1212,9.67E+14,82.938,25.267,F15200201221530.WB.OIS.vis.tif,9,1212,F152002,1,22,1530
1212,9.67E+14,82.938,25.267,F15200201221712.WB.OIS.vis.tif,255,1212,F152002,1,22,1712
1212,9.67E+14,82.938,25.267,F15200201231333.WB.OIS.vis.tif,255,1212,F152002,1,23,1333
1212,9.67E+14,82.938,25.267,F15200201231515.WB.OIS.vis.tif,11,1212,F152002,1,23,1515
1212,9.67E+14,82.938,25.267,F15200201231657.WB.OIS.vis.tif,255,1212,F152002,1,23,1657
1212,9.67E+14,82.938,25.267,F15200201241319.WB.OIS.vis.tif,255,1212,F152002,1,24,1319
1212,9.67E+14,82.938,25.267,F15200201241500.WB.OIS.vis.tif,11,1212,F152002,1,24,1500
1212,9.67E+14,82.938,25.267,F15200201241642.WB.OIS.vis.tif,255,1212,F152002,1,24,1642
1212,9.67E+14,82.938,25.267,F15200201251304.WB.OIS.vis.tif,255,1212,F152002,1,25,1304
1212,9.67E+14,82.938,25.267,F15200201251445.WB.OIS.vis.tif,9,1212,F152002,1,25,1445
1212,9.67E+14,82.938,25.267,F15200201251627.WB.OIS.vis.tif,255,1212,F152002,1,25,1627
1212,9.67E+14,82.938,25.267,F15200201261430.WB.OIS.vis.tif,8,1212,F152002,1,26,1430
1212,9.67E+14,82.938,25.267,F15200201261612.WB.OIS.vis.tif,7,1212,F152002,1,26,1612
1212,9.67E+14,82.938,25.267,F15200201271416.WB.OIS.vis.tif,12,1212,F152002,1,27,1416
1212,9.67E+14,82.938,25.267,F15200201271557.WB.OIS.vis.tif,12,1212,F152002,1,27,1557
1212,9.67E+14,82.938,25.267,F15200201281401.WB.OIS.vis.tif,255,1212,F152002,1,28,1401
1212,9.67E+14,82.938,25.267,F15200201281542.WB.OIS.vis.tif,12,1212,F152002,1,28,1542
1212,9.67E+14,82.938,25.267,F15200201281724.WB.OIS.vis.tif,255,1212,F152002,1,28,1724
1212,9.67E+14,82.938,25.267,F15200201291346.WB.OIS.vis.tif,255,1212,F152002,1,29,1346
1212,9.67E+14,82.938,25.267,F15200201291527.WB.OIS.vis.tif,9,1212,F152002,1,29,1527
1212,9.67E+14,82.938,25.267,F15200201291709.WB.OIS.vis.tif,255,1212,F152002,1,29,1709
1212,9.67E+14,82.938,25.267,F15200201301331.WB.OIS.vis.tif,255,1212,F152002,1,30,1331
1212,9.67E+14,82.938,25.267,F15200201301513.WB.OIS.vis.tif,10,1212,F152002,1,30,1513
1212,9.67E+14,82.938,25.267,F15200201301654.WB.OIS.vis.tif,255,1212,F152002,1,30,1654
1212,9.67E+14,82.938,25.267,F15200201311316.WB.OIS.vis.tif,255,1212,F152002,1,31,1316
1212,9.67E+14,82.938,25.267,F15200201311458.WB.OIS.vis.tif,19,1212,F152002,1,31,1458
1212,9.67E+14,82.938,25.267,F15200201311639.WB.OIS.vis.tif,255,1212,F152002,1,31,1639
1212,9.67E+14,82.938,25.267,F15200202011301.WB.OIS.vis.tif,255,1212,F152002,2,1,1301
1212,9.67E+14,82.938,25.267,F15200202011443.WB.OIS.vis.tif,12,1212,F152002,2,1,1443
1212,9.67E+14,82.938,25.267,F15200202011624.WB.OIS.vis.tif,255,1212,F152002,2,1,1624
1212,9.67E+14,82.938,25.267,F15200202021428.WB.OIS.vis.tif,21,1212,F152002,2,2,1428
1212,9.67E+14,82.938,25.267,F15200202021609.WB.OIS.vis.tif,46,1212,F152002,2,2,1609
1212,9.67E+14,82.938,25.267,F15200202031413.WB.OIS.vis.tif,15,1212,F152002,2,3,1413
1212,9.67E+14,82.938,25.267,F15200202031555.WB.OIS.vis.tif,35,1212,F152002,2,3,1555
1212,9.67E+14,82.938,25.267,F15200202041358.WB.OIS.vis.tif,255,1212,F152002,2,4,1358
1212,9.67E+14,82.938,25.267,F15200202041540.WB.OIS.vis.tif,26,1212,F152002,2,4,1540
1212,9.67E+14,82.938,25.267,F15200202041721.WB.OIS.vis.tif,255,1212,F152002,2,4,1721
1212,9.67E+14,82.938,25.267,F15200202051343.WB.OIS.vis.tif,255,1212,F152002,2,5,1343
1212,9.67E+14,82.938,25.267,F15200202051525.WB.OIS.vis.tif,32,1212,F152002,2,5,1525
1212,9.67E+14,82.938,25.267,F15200202051706.WB.OIS.vis.tif,255,1212,F152002,2,5,1706
1212,9.67E+14,82.938,25.267,F15200202061328.WB.OIS.vis.tif,255,1212,F152002,2,6,1328
1212,9.67E+14,82.938,25.267,F15200202061510.WB.OIS.vis.tif,22,1212,F152002,2,6,1510
1212,9.67E+14,82.938,25.267,F15200202061651.WB.OIS.vis.tif,255,1212,F152002,2,6,1651
1212,9.67E+14,82.938,25.267,F15200202071313.WB.OIS.vis.tif,255,1212,F152002,2,7,1313
1212,9.67E+14,82.938,25.267,F15200202071455.WB.OIS.vis.tif,34,1212,F152002,2,7,1455
1212,9.67E+14,82.938,25.267,F15200202071636.WB.OIS.vis.tif,255,1212,F152002,2,7,1636
1212,9.67E+14,82.938,25.267,F15200202081258.WB.OIS.vis.tif,255,1212,F152002,2,8,1258
1212,9.67E+14,82.938,25.267,F15200202081440.WB.OIS.vis.tif,17,1212,F152002,2,8,1440
1212,9.67E+14,82.938,25.267,F15200202081621.WB.OIS.vis.tif,255,1212,F152002,2,8,1621
1212,9.67E+14,82.938,25.267,F15200202091425.WB.OIS.vis.tif,29,1212,F152002,2,9,1425
1212,9.67E+14,82.938,25.267,F15200202091606.WB.OIS.vis.tif,13,1212,F152002,2,9,1606
1212,9.67E+14,82.938,25.267,F15200202101410.WB.OIS.vis.tif,255,1212,F152002,2,10,1410
1212,9.67E+14,82.938,25.267,F15200202101551.WB.OIS.vis.tif,42,1212,F152002,2,10,1551
1212,9.67E+14,82.938,25.267,F15200202111355.WB.OIS.vis.tif,255,1212,F152002,2,11,1355
1212,9.67E+14,82.938,25.267,F15200202111536.WB.OIS.vis.tif,2,1212,F152002,2,11,1536
1212,9.67E+14,82.938,25.267,F15200202111718.WB.OIS.vis.tif,255,1212,F152002,2,11,1718
1212,9.67E+14,82.938,25.267,F15200202121340.WB.OIS.vis.tif,255,1212,F152002,2,12,1340
1212,9.67E+14,82.938,25.267,F15200202121521.WB.OIS.vis.tif,12,1212,F152002,2,12,1521
1212,9.67E+14,82.938,25.267,F15200202121703.WB.OIS.vis.tif,255,1212,F152002,2,12,1703
1212,9.67E+14,82.938,25.267,F15200202131325.WB.OIS.vis.tif,255,1212,F152002,2,13,1325
1212,9.67E+14,82.938,25.267,F15200202131506.WB.OIS.vis.tif,12,1212,F152002,2,13,1506
1212,9.67E+14,82.938,25.267,F15200202131648.WB.OIS.vis.tif,255,1212,F152002,2,13,1648
1212,9.67E+14,82.938,25.267,F15200202141310.WB.OIS.vis.tif,255,1212,F152002,2,14,1310
1212,9.67E+14,82.938,25.267,F15200202141451.WB.OIS.vis.tif,46,1212,F152002,2,14,1451
1212,9.67E+14,82.938,25.267,F15200202141633.WB.OIS.vis.tif,255,1212,F152002,2,14,1633
1212,9.67E+14,82.938,25.267,F15200202151255.WB.OIS.vis.tif,255,1212,F152002,2,15,1255
1212,9.67E+14,82.938,25.267,F15200202151436.WB.OIS.vis.tif,26,1212,F152002,2,15,1436
1212,9.67E+14,82.938,25.267,F15200202151618.WB.OIS.vis.tif,23,1212,F152002,2,15,1618
1212,9.67E+14,82.938,25.267,F15200202161421.WB.OIS.vis.tif,26,1212,F152002,2,16,1421
1212,9.67E+14,82.938,25.267,F15200202161603.WB.OIS.vis.tif,63,1212,F152002,2,16,1603
1212,9.67E+14,82.938,25.267,F15200202171406.WB.OIS.vis.tif,255,1212,F152002,2,17,1406
1212,9.67E+14,82.938,25.267,F15200202171548.WB.OIS.vis.tif,52,1212,F152002,2,17,1548
1212,9.67E+14,82.938,25.267,F15200202171730.WB.OIS.vis.tif,255,1212,F152002,2,17,1730
1212,9.67E+14,82.938,25.267,F15200202181351.WB.OIS.vis.tif,255,1212,F152002,2,18,1351
1212,9.67E+14,82.938,25.267,F15200202181533.WB.OIS.vis.tif,37,1212,F152002,2,18,1533
1212,9.67E+14,82.938,25.267,F15200202181715.WB.OIS.vis.tif,255,1212,F152002,2,18,1715
1212,9.67E+14,82.938,25.267,F15200202191336.WB.OIS.vis.tif,255,1212,F152002,2,19,1336
1212,9.67E+14,82.938,25.267,F15200202191518.WB.OIS.vis.tif,15,1212,F152002,2,19,1518
1212,9.67E+14,82.938,25.267,F15200202191700.WB.OIS.vis.tif,255,1212,F152002,2,19,1700
1212,9.67E+14,82.938,25.267,F15200202201321.WB.OIS.vis.tif,255,1212,F152002,2,20,1321
1212,9.67E+14,82.938,25.267,F15200202201503.WB.OIS.vis.tif,13,1212,F152002,2,20,1503
1212,9.67E+14,82.938,25.267,F15200202201645.WB.OIS.vis.tif,255,1212,F152002,2,20,1645
1212,9.67E+14,82.938,25.267,F15200202211306.WB.OIS.vis.tif,255,1212,F152002,2,21,1306
1212,9.67E+14,82.938,25.267,F15200202211448.WB.OIS.vis.tif,13,1212,F152002,2,21,1448
1212,9.67E+14,82.938,25.267,F15200202211630.WB.OIS.vis.tif,255,1212,F152002,2,21,1630
1212,9.67E+14,82.938,25.267,F15200202221251.WB.OIS.vis.tif,255,1212,F152002,2,22,1251
1212,9.67E+14,82.938,25.267,F15200202221433.WB.OIS.vis.tif,8,1212,F152002,2,22,1433
1212,9.67E+14,82.938,25.267,F15200202221615.WB.OIS.vis.tif,12,1212,F152002,2,22,1615
1212,9.67E+14,82.938,25.267,F15200202231418.WB.OIS.vis.tif,9,1212,F152002,2,23,1418
1212,9.67E+14,82.938,25.267,F15200202231600.WB.OIS.vis.tif,14,1212,F152002,2,23,1600
1212,9.67E+14,82.938,25.267,F15200202241403.WB.OIS.vis.tif,255,1212,F152002,2,24,1403
1212,9.67E+14,82.938,25.267,F15200202241545.WB.OIS.vis.tif,13,1212,F152002,2,24,1545
1212,9.67E+14,82.938,25.267,F15200202241727.WB.OIS.vis.tif,255,1212,F152002,2,24,1727
1212,9.67E+14,82.938,25.267,F15200202251348.WB.OIS.vis.tif,255,1212,F152002,2,25,1348
1212,9.67E+14,82.938,25.267,F15200202251530.WB.OIS.vis.tif,7,1212,F152002,2,25,1530
1212,9.67E+14,82.938,25.267,F15200202251712.WB.OIS.vis.tif,255,1212,F152002,2,25,1712
1212,9.67E+14,82.938,25.267,F15200202261333.WB.OIS.vis.tif,255,1212,F152002,2,26,1333
1212,9.67E+14,82.938,25.267,F15200202261515.WB.OIS.vis.tif,7,1212,F152002,2,26,1515
1212,9.67E+14,82.938,25.267,F15200202261657.WB.OIS.vis.tif,255,1212,F152002,2,26,1657
1212,9.67E+14,82.938,25.267,F15200202271318.WB.OIS.vis.tif,255,1212,F152002,2,27,1318
1212,9.67E+14,82.938,25.267,F15200202271500.WB.OIS.vis.tif,11,1212,F152002,2,27,1500
1212,9.67E+14,82.938,25.267,F15200202271642.WB.OIS.vis.tif,255,1212,F152002,2,27,1642
1212,9.67E+14,82.938,25.267,F15200202281303.WB.OIS.vis.tif,255,1212,F152002,2,28,1303
1212,9.67E+14,82.938,25.267,F15200202281445.WB.OIS.vis.tif,19,1212,F152002,2,28,1445
1212,9.67E+14,82.938,25.267,F15200202281627.WB.OIS.vis.tif,255,1212,F152002,2,28,1627
1212,9.67E+14,82.938,25.267,F15200203011248.WB.OIS.vis.tif,255,1212,F152002,3,1,1248
